entry,at,order
"Flop:  [K♣, Q♥, J♠]",2026-03-20T04:47:09.344Z,177398202934400
"""Triangle5 @ zn7jYkqxSJ"" folds",2026-03-20T04:47:08.485Z,177398202848500
"""drak @ 5Zglli3yOZ"" calls 5.50",2026-03-20T04:47:04.180Z,177398202418000
"""Eating @ 3GZqeC-ZoC"" folds",2026-03-20T04:47:02.970Z,177398202297000
"""Daveo da rula @ hL2HOafVVY"" raises to 5.50",2026-03-20T04:47:01.291Z,177398202129100
"""Triangle5 @ zn7jYkqxSJ"" calls 1.00",2026-03-20T04:46:58.685Z,177398201868500
"""drak @ 5Zglli3yOZ"" posts a big blind of 1.00",2026-03-20T04:46:55.519Z,177398201551907
"""Eating @ 3GZqeC-ZoC"" posts a small blind of 0.50",2026-03-20T04:46:55.519Z,177398201551906
"Player stacks: #2 ""Daveo da rula @ hL2HOafVVY"" (176.75) | #3 ""Eating @ 3GZqeC-ZoC"" (71.59) | #6 ""drak @ 5Zglli3yOZ"" (331.59) | #9 ""Triangle5 @ zn7jYkqxSJ"" (111.24)",2026-03-20T04:46:55.519Z,177398201551901
"-- starting hand #237 (id: rohckdrqm3mq)  No Limit Texas Hold'em (dealer: ""Daveo da rula @ hL2HOafVVY"") --",2026-03-20T04:46:55.519Z,177398201551900
"""Daveo da rula @ hL2HOafVVY"" shows a 6♥, 5♦.",2026-03-20T04:46:53.116Z,177398201311600
"-- ending hand #236 --",2026-03-20T04:46:51.864Z,177398201186402
"""Daveo da rula @ hL2HOafVVY"" collected 3.00 from pot",2026-03-20T04:46:51.864Z,177398201186401
"Uncalled bet of 4.00 returned to ""Daveo da rula @ hL2HOafVVY""",2026-03-20T04:46:51.864Z,177398201186400
"""Triangle5 @ zn7jYkqxSJ"" folds",2026-03-20T04:46:51.006Z,177398201100600
"""Eating @ 3GZqeC-ZoC"" folds",2026-03-20T04:46:38.848Z,177398199884800
"""Daveo da rula @ hL2HOafVVY"" raises to 5.00",2026-03-20T04:46:33.890Z,177398199389000
"""Triangle5 @ zn7jYkqxSJ"" calls 1.00",2026-03-20T04:46:31.371Z,177398199137100
"""drak @ 5Zglli3yOZ"" folds",2026-03-20T04:46:29.201Z,177398198920100
"""Eating @ 3GZqeC-ZoC"" posts a big blind of 1.00",2026-03-20T04:46:27.832Z,177398198783207
"""Daveo da rula @ hL2HOafVVY"" posts a small blind of 0.50",2026-03-20T04:46:27.832Z,177398198783206
"Player stacks: #2 ""Daveo da rula @ hL2HOafVVY"" (174.75) | #3 ""Eating @ 3GZqeC-ZoC"" (72.59) | #6 ""drak @ 5Zglli3yOZ"" (331.59) | #9 ""Triangle5 @ zn7jYkqxSJ"" (112.24)",2026-03-20T04:46:27.832Z,177398198783201
"-- starting hand #236 (id: hg2erahj1yzs)  No Limit Texas Hold'em (dealer: ""Triangle5 @ zn7jYkqxSJ"") --",2026-03-20T04:46:27.832Z,177398198783200
"-- ending hand #235 --",2026-03-20T04:46:24.886Z,177398198488602
"""drak @ 5Zglli3yOZ"" collected 7.50 from pot",2026-03-20T04:46:24.886Z,177398198488601
"Uncalled bet of 7.50 returned to ""drak @ 5Zglli3yOZ""",2026-03-20T04:46:24.886Z,177398198488600
"""Eating @ 3GZqeC-ZoC"" folds",2026-03-20T04:46:24.033Z,177398198403300
"""Daveo da rula @ hL2HOafVVY"" folds",2026-03-20T04:46:20.434Z,177398198043400
"""Triangle5 @ zn7jYkqxSJ"" folds",2026-03-20T04:46:19.347Z,177398197934700
"""drak @ 5Zglli3yOZ"" raises to 10.50",2026-03-20T04:46:18.413Z,177398197841300
"""Eating @ 3GZqeC-ZoC"" raises to 3.00",2026-03-20T04:46:15.468Z,177398197546800
"""Daveo da rula @ hL2HOafVVY"" posts a big blind of 1.00",2026-03-20T04:46:10.693Z,177398197069307
"""Triangle5 @ zn7jYkqxSJ"" posts a small blind of 0.50",2026-03-20T04:46:10.693Z,177398197069306
"Player stacks: #2 ""Daveo da rula @ hL2HOafVVY"" (175.75) | #3 ""Eating @ 3GZqeC-ZoC"" (75.59) | #6 ""drak @ 5Zglli3yOZ"" (327.09) | #9 ""Triangle5 @ zn7jYkqxSJ"" (112.74)",2026-03-20T04:46:10.693Z,177398197069301
"-- starting hand #235 (id: zuztlicxm3zt)  No Limit Texas Hold'em (dealer: ""drak @ 5Zglli3yOZ"") --",2026-03-20T04:46:10.693Z,177398197069300
"-- ending hand #234 --",2026-03-20T04:46:07.681Z,177398196768102
"""Triangle5 @ zn7jYkqxSJ"" collected 12.50 from pot with Two Pair, 9's & 8's (combination: J♠, 8♦, 8♠, 9♣, 9♠)",2026-03-20T04:46:07.681Z,177398196768101
"""Triangle5 @ zn7jYkqxSJ"" shows a 9♣, 9♠.",2026-03-20T04:46:07.681Z,177398196768100
"""Eating @ 3GZqeC-ZoC"" checks",2026-03-20T04:46:06.828Z,177398196682800
"""Triangle5 @ zn7jYkqxSJ"" checks",2026-03-20T04:46:03.731Z,177398196373100
"River: 5♥, 10♦, 8♦, 8♠ [J♠]",2026-03-20T04:46:02.150Z,177398196215000
"""Triangle5 @ zn7jYkqxSJ"" calls 3.00",2026-03-20T04:46:01.314Z,177398196131400
"""Eating @ 3GZqeC-ZoC"" bets 3.00",2026-03-20T04:46:00.079Z,177398196007900
"""Triangle5 @ zn7jYkqxSJ"" checks",2026-03-20T04:45:57.450Z,177398195745000
"Turn: 5♥, 10♦, 8♦ [8♠]",2026-03-20T04:45:55.865Z,177398195586500
"""Eating @ 3GZqeC-ZoC"" checks",2026-03-20T04:45:55.060Z,177398195506000
"""Triangle5 @ zn7jYkqxSJ"" checks",2026-03-20T04:45:48.891Z,177398194889100
"Flop:  [5♥, 10♦, 8♦]",2026-03-20T04:45:47.517Z,177398194751700
"""Triangle5 @ zn7jYkqxSJ"" calls 3.00",2026-03-20T04:45:46.670Z,177398194667000
"""drak @ 5Zglli3yOZ"" folds",2026-03-20T04:45:44.452Z,177398194445200
"""Eating @ 3GZqeC-ZoC"" raises to 3.00",2026-03-20T04:45:40.586Z,177398194058600
"""Daveo da rula @ hL2HOafVVY"" folds",2026-03-20T04:45:36.524Z,177398193652400
"""Triangle5 @ zn7jYkqxSJ"" posts a big blind of 1.00",2026-03-20T04:45:35.373Z,177398193537307
"""drak @ 5Zglli3yOZ"" posts a small blind of 0.50",2026-03-20T04:45:35.373Z,177398193537306
"Player stacks: #2 ""Daveo da rula @ hL2HOafVVY"" (175.75) | #3 ""Eating @ 3GZqeC-ZoC"" (81.59) | #6 ""drak @ 5Zglli3yOZ"" (327.59) | #9 ""Triangle5 @ zn7jYkqxSJ"" (106.24)",2026-03-20T04:45:35.373Z,177398193537301
"-- starting hand #234 (id: tjyxzonqmfrw)  No Limit Texas Hold'em (dealer: ""Eating @ 3GZqeC-ZoC"") --",2026-03-20T04:45:35.373Z,177398193537300
"""Daveo da rula @ hL2HOafVVY"" shows a 4♥, 5♥.",2026-03-20T04:45:33.369Z,177398193336900
"-- ending hand #233 --",2026-03-20T04:45:31.654Z,177398193165402
"""drak @ 5Zglli3yOZ"" collected 215.54 from pot with Flush, K High (combination: 2♥, 6♥, J♥, Q♥, K♥)",2026-03-20T04:45:31.654Z,177398193165401
"""drak @ 5Zglli3yOZ"" shows a Q♦, K♥.",2026-03-20T04:45:31.654Z,177398193165400
"""Daveo da rula @ hL2HOafVVY"" calls 64.66",2026-03-20T04:45:30.833Z,177398193083300
"""drak @ 5Zglli3yOZ"" bets 64.66",2026-03-20T04:45:25.308Z,177398192530800
"River: 2♥, K♣, 6♥, Q♥ [J♥]",2026-03-20T04:45:21.057Z,177398192105700
"""drak @ 5Zglli3yOZ"" calls 28.74",2026-03-20T04:45:20.216Z,177398192021600
"""Daveo da rula @ hL2HOafVVY"" bets 28.74",2026-03-20T04:45:18.695Z,177398191869500
"""drak @ 5Zglli3yOZ"" checks",2026-03-20T04:45:14.105Z,177398191410500
"Turn: 2♥, K♣, 6♥ [Q♥]",2026-03-20T04:45:12.545Z,177398191254500
"""drak @ 5Zglli3yOZ"" calls 8.62",2026-03-20T04:45:11.700Z,177398191170000
"""Daveo da rula @ hL2HOafVVY"" bets 8.62",2026-03-20T04:45:10.153Z,177398191015300
"""drak @ 5Zglli3yOZ"" checks",2026-03-20T04:45:06.842Z,177398190684200
"Flop:  [2♥, K♣, 6♥]",2026-03-20T04:45:05.339Z,177398190533900
"""drak @ 5Zglli3yOZ"" calls 5.50",2026-03-20T04:45:04.499Z,177398190449900
"""Eating @ 3GZqeC-ZoC"" folds",2026-03-20T04:45:02.847Z,177398190284700
"""Daveo da rula @ hL2HOafVVY"" raises to 5.50",2026-03-20T04:44:51.597Z,177398189159700
"""Triangle5 @ zn7jYkqxSJ"" folds",2026-03-20T04:44:48.690Z,177398188869000
"""drak @ 5Zglli3yOZ"" posts a big blind of 1.00",2026-03-20T04:44:45.900Z,177398188590007
"""Eating @ 3GZqeC-ZoC"" posts a small blind of 0.50",2026-03-20T04:44:45.900Z,177398188590006
"Player stacks: #2 ""Daveo da rula @ hL2HOafVVY"" (283.27) | #3 ""Eating @ 3GZqeC-ZoC"" (82.09) | #6 ""drak @ 5Zglli3yOZ"" (219.57) | #9 ""Triangle5 @ zn7jYkqxSJ"" (106.24)",2026-03-20T04:44:45.900Z,177398188590001
"-- starting hand #233 (id: dorcpjvduwrm)  No Limit Texas Hold'em (dealer: ""Daveo da rula @ hL2HOafVVY"") --",2026-03-20T04:44:45.900Z,177398188590000
"""Daveo da rula @ hL2HOafVVY"" shows a 3♣, 4♦.",2026-03-20T04:44:44.072Z,177398188407200
"-- ending hand #232 --",2026-03-20T04:44:42.297Z,177398188229702
"""Daveo da rula @ hL2HOafVVY"" collected 13.00 from pot",2026-03-20T04:44:42.297Z,177398188229701
"Uncalled bet of 9.75 returned to ""Daveo da rula @ hL2HOafVVY""",2026-03-20T04:44:42.297Z,177398188229700
"""drak @ 5Zglli3yOZ"" folds",2026-03-20T04:44:41.495Z,177398188149500
"""Daveo da rula @ hL2HOafVVY"" bets 9.75",2026-03-20T04:44:40.623Z,177398188062300
"Flop:  [9♠, J♥, 10♠]",2026-03-20T04:44:37.056Z,177398187705600
"""drak @ 5Zglli3yOZ"" calls 6.00",2026-03-20T04:44:36.230Z,177398187623000
"""Eating @ 3GZqeC-ZoC"" folds",2026-03-20T04:44:35.197Z,177398187519700
"""Daveo da rula @ hL2HOafVVY"" raises to 6.00",2026-03-20T04:44:33.303Z,177398187330300
"""Triangle5 @ zn7jYkqxSJ"" folds",2026-03-20T04:44:30.186Z,177398187018600
"""drak @ 5Zglli3yOZ"" calls 1.00",2026-03-20T04:44:28.577Z,177398186857700
"""Eating @ 3GZqeC-ZoC"" posts a big blind of 1.00",2026-03-20T04:44:26.069Z,177398186606907
"""Daveo da rula @ hL2HOafVVY"" posts a small blind of 0.50",2026-03-20T04:44:26.069Z,177398186606906
"Player stacks: #2 ""Daveo da rula @ hL2HOafVVY"" (276.27) | #3 ""Eating @ 3GZqeC-ZoC"" (83.09) | #6 ""drak @ 5Zglli3yOZ"" (225.57) | #9 ""Triangle5 @ zn7jYkqxSJ"" (106.24)",2026-03-20T04:44:26.069Z,177398186606901
"-- starting hand #232 (id: uib0piqrijwi)  No Limit Texas Hold'em (dealer: ""Triangle5 @ zn7jYkqxSJ"") --",2026-03-20T04:44:26.069Z,177398186606900
"-- ending hand #231 --",2026-03-20T04:44:23.148Z,177398186314802
"""Eating @ 3GZqeC-ZoC"" collected 25.50 from pot",2026-03-20T04:44:23.148Z,177398186314801
"Uncalled bet of 15.00 returned to ""Eating @ 3GZqeC-ZoC""",2026-03-20T04:44:23.148Z,177398186314800
"""drak @ 5Zglli3yOZ"" folds",2026-03-20T04:44:22.332Z,177398186233200
"""Eating @ 3GZqeC-ZoC"" bets 15.00",2026-03-20T04:44:19.745Z,177398185974500
"River: 4♥, 9♣, J♠, 10♣ [7♣]",2026-03-20T04:44:10.905Z,177398185090500
"""drak @ 5Zglli3yOZ"" calls 6.00",2026-03-20T04:44:10.069Z,177398185006900
"""Eating @ 3GZqeC-ZoC"" bets 6.00",2026-03-20T04:44:08.066Z,177398184806600
"Turn: 4♥, 9♣, J♠ [10♣]",2026-03-20T04:44:00.480Z,177398184048000
"""drak @ 5Zglli3yOZ"" calls 3.00",2026-03-20T04:43:59.668Z,177398183966800
"""Eating @ 3GZqeC-ZoC"" bets 3.00",2026-03-20T04:43:55.553Z,177398183555300
"Flop:  [4♥, 9♣, J♠]",2026-03-20T04:43:50.376Z,177398183037600
"""Daveo da rula @ hL2HOafVVY"" folds",2026-03-20T04:43:49.522Z,177398182952200
"""Triangle5 @ zn7jYkqxSJ"" folds",2026-03-20T04:43:45.880Z,177398182588000
"""drak @ 5Zglli3yOZ"" calls 3.00",2026-03-20T04:43:44.826Z,177398182482600
"""Eating @ 3GZqeC-ZoC"" raises to 3.00",2026-03-20T04:43:43.832Z,177398182383200
"""Daveo da rula @ hL2HOafVVY"" posts a big blind of 1.00",2026-03-20T04:43:39.705Z,177398181970507
"""Triangle5 @ zn7jYkqxSJ"" posts a small blind of 0.50",2026-03-20T04:43:39.705Z,177398181970506
"Player stacks: #2 ""Daveo da rula @ hL2HOafVVY"" (277.27) | #3 ""Eating @ 3GZqeC-ZoC"" (69.59) | #6 ""drak @ 5Zglli3yOZ"" (237.57) | #9 ""Triangle5 @ zn7jYkqxSJ"" (106.74)",2026-03-20T04:43:39.705Z,177398181970501
"-- starting hand #231 (id: zodhgvh2mdj2)  No Limit Texas Hold'em (dealer: ""drak @ 5Zglli3yOZ"") --",2026-03-20T04:43:39.705Z,177398181970500
"-- ending hand #230 --",2026-03-20T04:43:36.702Z,177398181670203
"""Daveo da rula @ hL2HOafVVY"" collected 27.00 from pot with Pair, 7's (combination: 8♠, 10♦, J♦, 7♣, 7♦)",2026-03-20T04:43:36.702Z,177398181670202
"""Daveo da rula @ hL2HOafVVY"" shows a 7♣, 10♦.",2026-03-20T04:43:36.702Z,177398181670201
"""drak @ 5Zglli3yOZ"" shows a 5♦, 3♥.",2026-03-20T04:43:36.702Z,177398181670200
"""Daveo da rula @ hL2HOafVVY"" checks",2026-03-20T04:43:35.868Z,177398181586800
"""drak @ 5Zglli3yOZ"" checks",2026-03-20T04:43:34.768Z,177398181476800
"River: 7♦, 5♣, 6♥, J♦ [8♠]",2026-03-20T04:43:33.102Z,177398181310200
"""Daveo da rula @ hL2HOafVVY"" calls 6.75",2026-03-20T04:43:32.272Z,177398181227200
"""Triangle5 @ zn7jYkqxSJ"" folds",2026-03-20T04:43:30.550Z,177398181055000
"""drak @ 5Zglli3yOZ"" bets 6.75",2026-03-20T04:43:29.542Z,177398180954200
"Turn: 7♦, 5♣, 6♥ [J♦]",2026-03-20T04:43:27.701Z,177398180770100
"""Daveo da rula @ hL2HOafVVY"" checks",2026-03-20T04:43:26.885Z,177398180688500
"""Triangle5 @ zn7jYkqxSJ"" checks",2026-03-20T04:43:25.930Z,177398180593000
"""drak @ 5Zglli3yOZ"" checks",2026-03-20T04:43:24.965Z,177398180496500
"Flop:  [7♦, 5♣, 6♥]",2026-03-20T04:43:23.698Z,177398180369800
"""Triangle5 @ zn7jYkqxSJ"" calls 4.50",2026-03-20T04:43:22.865Z,177398180286500
"""drak @ 5Zglli3yOZ"" calls 4.50",2026-03-20T04:43:20.717Z,177398180071700
"""Eating @ 3GZqeC-ZoC"" folds",2026-03-20T04:43:19.724Z,177398179972400
"""Daveo da rula @ hL2HOafVVY"" raises to 4.50",2026-03-20T04:43:16.188Z,177398179618800
"""Triangle5 @ zn7jYkqxSJ"" posts a big blind of 1.00",2026-03-20T04:43:13.691Z,177398179369107
"""drak @ 5Zglli3yOZ"" posts a small blind of 0.50",2026-03-20T04:43:13.691Z,177398179369106
"Player stacks: #2 ""Daveo da rula @ hL2HOafVVY"" (261.52) | #3 ""Eating @ 3GZqeC-ZoC"" (69.59) | #6 ""drak @ 5Zglli3yOZ"" (248.82) | #9 ""Triangle5 @ zn7jYkqxSJ"" (111.24)",2026-03-20T04:43:13.691Z,177398179369101
"-- starting hand #230 (id: own47ek52wsw)  No Limit Texas Hold'em (dealer: ""Eating @ 3GZqeC-ZoC"") --",2026-03-20T04:43:13.691Z,177398179369100
"-- ending hand #229 --",2026-03-20T04:43:10.656Z,177398179065602
"""drak @ 5Zglli3yOZ"" collected 36.00 from pot with Two Pair, A's & 2's (combination: J♠, 2♣, 2♦, A♦, A♣)",2026-03-20T04:43:10.656Z,177398179065601
"""drak @ 5Zglli3yOZ"" shows a 2♣, A♦.",2026-03-20T04:43:10.656Z,177398179065600
"""Eating @ 3GZqeC-ZoC"" calls 12.00",2026-03-20T04:43:09.848Z,177398178984800
"""drak @ 5Zglli3yOZ"" bets 12.00",2026-03-20T04:43:08.244Z,177398178824400
"""Eating @ 3GZqeC-ZoC"" checks",2026-03-20T04:43:06.292Z,177398178629200
"River: 7♣, A♣, 4♠, J♠ [2♦]",2026-03-20T04:43:04.239Z,177398178423900
"""Eating @ 3GZqeC-ZoC"" calls 1.00",2026-03-20T04:43:03.396Z,177398178339600
"""drak @ 5Zglli3yOZ"" bets 1.00",2026-03-20T04:43:00.078Z,177398178007800
"""Eating @ 3GZqeC-ZoC"" checks",2026-03-20T04:42:58.571Z,177398177857100
"Turn: 7♣, A♣, 4♠ [J♠]",2026-03-20T04:42:52.516Z,177398177251600
"""drak @ 5Zglli3yOZ"" calls 2.00",2026-03-20T04:42:51.705Z,177398177170500
"""Eating @ 3GZqeC-ZoC"" bets 2.00",2026-03-20T04:42:50.530Z,177398177053000
"Flop:  [7♣, A♣, 4♠]",2026-03-20T04:42:46.146Z,177398176614600
"""drak @ 5Zglli3yOZ"" calls 3.00",2026-03-20T04:42:45.341Z,177398176534100
"""Eating @ 3GZqeC-ZoC"" raises to 3.00",2026-03-20T04:42:44.225Z,177398176422500
"""Daveo da rula @ hL2HOafVVY"" folds",2026-03-20T04:42:40.392Z,177398176039200
"""Triangle5 @ zn7jYkqxSJ"" folds",2026-03-20T04:42:39.316Z,177398175931600
"""drak @ 5Zglli3yOZ"" posts a big blind of 1.00",2026-03-20T04:42:37.912Z,177398175791207
"""Eating @ 3GZqeC-ZoC"" posts a small blind of 0.50",2026-03-20T04:42:37.912Z,177398175791206
"Player stacks: #2 ""Daveo da rula @ hL2HOafVVY"" (261.52) | #3 ""Eating @ 3GZqeC-ZoC"" (87.59) | #6 ""drak @ 5Zglli3yOZ"" (230.82) | #9 ""Triangle5 @ zn7jYkqxSJ"" (111.24)",2026-03-20T04:42:37.912Z,177398175791201
"-- starting hand #229 (id: fbirolzxabnl)  No Limit Texas Hold'em (dealer: ""Daveo da rula @ hL2HOafVVY"") --",2026-03-20T04:42:37.912Z,177398175791200
"-- ending hand #228 --",2026-03-20T04:42:34.995Z,177398175499502
"""Daveo da rula @ hL2HOafVVY"" collected 2.00 from pot",2026-03-20T04:42:34.995Z,177398175499501
"Uncalled bet of 2.00 returned to ""Daveo da rula @ hL2HOafVVY""",2026-03-20T04:42:34.995Z,177398175499500
"""Eating @ 3GZqeC-ZoC"" folds",2026-03-20T04:42:34.176Z,177398175417600
"""Daveo da rula @ hL2HOafVVY"" raises to 3.00",2026-03-20T04:42:31.653Z,177398175165300
"""Triangle5 @ zn7jYkqxSJ"" folds",2026-03-20T04:42:29.412Z,177398174941200
"""drak @ 5Zglli3yOZ"" folds",2026-03-20T04:42:27.315Z,177398174731500
"""Eating @ 3GZqeC-ZoC"" posts a big blind of 1.00",2026-03-20T04:42:26.536Z,177398174653607
"""Daveo da rula @ hL2HOafVVY"" posts a small blind of 0.50",2026-03-20T04:42:26.536Z,177398174653606
"Player stacks: #2 ""Daveo da rula @ hL2HOafVVY"" (260.52) | #3 ""Eating @ 3GZqeC-ZoC"" (88.59) | #6 ""drak @ 5Zglli3yOZ"" (230.82) | #9 ""Triangle5 @ zn7jYkqxSJ"" (111.24)",2026-03-20T04:42:26.536Z,177398174653601
"-- starting hand #228 (id: ox8usbtem0fg)  No Limit Texas Hold'em (dealer: ""Triangle5 @ zn7jYkqxSJ"") --",2026-03-20T04:42:26.536Z,177398174653600
"-- ending hand #227 --",2026-03-20T04:42:23.607Z,177398174360702
"""Daveo da rula @ hL2HOafVVY"" collected 1.00 from pot",2026-03-20T04:42:23.607Z,177398174360701
"Uncalled bet of 0.50 returned to ""Daveo da rula @ hL2HOafVVY""",2026-03-20T04:42:23.607Z,177398174360700
"""Triangle5 @ zn7jYkqxSJ"" folds",2026-03-20T04:42:22.801Z,177398174280100
"""drak @ 5Zglli3yOZ"" folds",2026-03-20T04:42:21.836Z,177398174183600
"""Eating @ 3GZqeC-ZoC"" folds",2026-03-20T04:42:20.995Z,177398174099500
"""Daveo da rula @ hL2HOafVVY"" posts a big blind of 1.00",2026-03-20T04:42:17.949Z,177398173794907
"""Triangle5 @ zn7jYkqxSJ"" posts a small blind of 0.50",2026-03-20T04:42:17.949Z,177398173794906
"Player stacks: #2 ""Daveo da rula @ hL2HOafVVY"" (260.02) | #3 ""Eating @ 3GZqeC-ZoC"" (88.59) | #6 ""drak @ 5Zglli3yOZ"" (230.82) | #9 ""Triangle5 @ zn7jYkqxSJ"" (111.74)",2026-03-20T04:42:17.949Z,177398173794901
"-- starting hand #227 (id: r1gi1xcz4acn)  No Limit Texas Hold'em (dealer: ""drak @ 5Zglli3yOZ"") --",2026-03-20T04:42:17.949Z,177398173794900
"""drak @ 5Zglli3yOZ"" shows a 5♦, 8♦.",2026-03-20T04:42:15.104Z,177398173510400
"-- ending hand #226 --",2026-03-20T04:42:14.330Z,177398173433002
"""drak @ 5Zglli3yOZ"" collected 7.00 from pot",2026-03-20T04:42:14.330Z,177398173433001
"Uncalled bet of 5.25 returned to ""drak @ 5Zglli3yOZ""",2026-03-20T04:42:14.330Z,177398173433000
"""Eating @ 3GZqeC-ZoC"" folds",2026-03-20T04:42:13.499Z,177398173349900
"""Triangle5 @ zn7jYkqxSJ"" folds",2026-03-20T04:42:11.930Z,177398173193000
"""drak @ 5Zglli3yOZ"" raises to 8.25",2026-03-20T04:42:06.512Z,177398172651200
"""Eating @ 3GZqeC-ZoC"" raises to 3.00",2026-03-20T04:41:54.815Z,177398171481500
"""Daveo da rula @ hL2HOafVVY"" folds",2026-03-20T04:41:51.703Z,177398171170300
"""Triangle5 @ zn7jYkqxSJ"" posts a big blind of 1.00",2026-03-20T04:41:50.214Z,177398171021407
"""drak @ 5Zglli3yOZ"" posts a small blind of 0.50",2026-03-20T04:41:50.214Z,177398171021406
"Player stacks: #2 ""Daveo da rula @ hL2HOafVVY"" (260.02) | #3 ""Eating @ 3GZqeC-ZoC"" (91.59) | #6 ""drak @ 5Zglli3yOZ"" (226.82) | #9 ""Triangle5 @ zn7jYkqxSJ"" (112.74)",2026-03-20T04:41:50.214Z,177398171021401
"-- starting hand #226 (id: 5ffa74wv9403)  No Limit Texas Hold'em (dealer: ""Eating @ 3GZqeC-ZoC"") --",2026-03-20T04:41:50.214Z,177398171021400
"-- ending hand #225 --",2026-03-20T04:41:47.260Z,177398170726002
"""drak @ 5Zglli3yOZ"" collected 2.50 from pot",2026-03-20T04:41:47.260Z,177398170726001
"Uncalled bet of 2.50 returned to ""drak @ 5Zglli3yOZ""",2026-03-20T04:41:47.260Z,177398170726000
"""Triangle5 @ zn7jYkqxSJ"" folds",2026-03-20T04:41:46.453Z,177398170645300
"""drak @ 5Zglli3yOZ"" bets 2.50",2026-03-20T04:41:45.546Z,177398170554600
"Turn: 9♦, 3♣, J♦ [2♦]",2026-03-20T04:41:42.756Z,177398170275600
"""Triangle5 @ zn7jYkqxSJ"" checks",2026-03-20T04:41:41.918Z,177398170191800
"""drak @ 5Zglli3yOZ"" checks",2026-03-20T04:41:40.985Z,177398170098500
"Flop:  [9♦, 3♣, J♦]",2026-03-20T04:41:39.155Z,177398169915500
"""drak @ 5Zglli3yOZ"" checks",2026-03-20T04:41:38.329Z,177398169832900
"""Eating @ 3GZqeC-ZoC"" folds",2026-03-20T04:41:31.876Z,177398169187600
"""Daveo da rula @ hL2HOafVVY"" folds",2026-03-20T04:41:30.040Z,177398169004000
"""Triangle5 @ zn7jYkqxSJ"" calls 1.00",2026-03-20T04:41:28.899Z,177398168889900
"""drak @ 5Zglli3yOZ"" posts a big blind of 1.00",2026-03-20T04:41:27.463Z,177398168746307
"""Eating @ 3GZqeC-ZoC"" posts a small blind of 0.50",2026-03-20T04:41:27.463Z,177398168746306
"Player stacks: #2 ""Daveo da rula @ hL2HOafVVY"" (260.02) | #3 ""Eating @ 3GZqeC-ZoC"" (92.09) | #6 ""drak @ 5Zglli3yOZ"" (225.32) | #9 ""Triangle5 @ zn7jYkqxSJ"" (113.74)",2026-03-20T04:41:27.463Z,177398168746301
"-- starting hand #225 (id: wbc3tiztfmud)  No Limit Texas Hold'em (dealer: ""Daveo da rula @ hL2HOafVVY"") --",2026-03-20T04:41:27.463Z,177398168746300
"-- ending hand #224 --",2026-03-20T04:41:24.552Z,177398168455202
"""Daveo da rula @ hL2HOafVVY"" collected 11.00 from pot",2026-03-20T04:41:24.552Z,177398168455201
"Uncalled bet of 8.25 returned to ""Daveo da rula @ hL2HOafVVY""",2026-03-20T04:41:24.552Z,177398168455200
"""drak @ 5Zglli3yOZ"" folds",2026-03-20T04:41:23.736Z,177398168373600
"""Daveo da rula @ hL2HOafVVY"" bets 8.25",2026-03-20T04:41:22.814Z,177398168281400
"Flop:  [5♦, 7♣, Q♣]",2026-03-20T04:41:18.120Z,177398167812000
"""drak @ 5Zglli3yOZ"" calls 5.00",2026-03-20T04:41:17.265Z,177398167726500
"""Eating @ 3GZqeC-ZoC"" folds",2026-03-20T04:41:15.891Z,177398167589100
"""Daveo da rula @ hL2HOafVVY"" raises to 5.00",2026-03-20T04:41:14.485Z,177398167448500
"""Triangle5 @ zn7jYkqxSJ"" folds",2026-03-20T04:41:11.738Z,177398167173800
"""drak @ 5Zglli3yOZ"" calls 1.00",2026-03-20T04:41:08.252Z,177398166825200
"""Eating @ 3GZqeC-ZoC"" posts a big blind of 1.00",2026-03-20T04:41:05.517Z,177398166551707
"""Daveo da rula @ hL2HOafVVY"" posts a small blind of 0.50",2026-03-20T04:41:05.517Z,177398166551706
"Player stacks: #2 ""Daveo da rula @ hL2HOafVVY"" (254.02) | #3 ""Eating @ 3GZqeC-ZoC"" (93.09) | #6 ""drak @ 5Zglli3yOZ"" (230.32) | #9 ""Triangle5 @ zn7jYkqxSJ"" (113.74)",2026-03-20T04:41:05.517Z,177398166551701
"-- starting hand #224 (id: e12jprjri3bu)  No Limit Texas Hold'em (dealer: ""Triangle5 @ zn7jYkqxSJ"") --",2026-03-20T04:41:05.517Z,177398166551700
"-- ending hand #223 --",2026-03-20T04:41:02.568Z,177398166256802
"""Daveo da rula @ hL2HOafVVY"" collected 1.00 from pot",2026-03-20T04:41:02.568Z,177398166256801
"Uncalled bet of 0.50 returned to ""Daveo da rula @ hL2HOafVVY""",2026-03-20T04:41:02.568Z,177398166256800
"""Triangle5 @ zn7jYkqxSJ"" folds",2026-03-20T04:41:01.744Z,177398166174400
"""drak @ 5Zglli3yOZ"" folds",2026-03-20T04:40:57.272Z,177398165727200
"""Eating @ 3GZqeC-ZoC"" folds",2026-03-20T04:40:46.107Z,177398164610700
