entry,at,order
"""blessed @ qCJm12-9Fn"" checks",2026-03-20T02:21:06.940Z,177397326694000
"""kai @ MHudt6juKp"" checks",2026-03-20T02:21:04.727Z,177397326472700
"""One Hour @ kqHgeLEP9s"" checks",2026-03-20T02:21:03.669Z,177397326366900
"Turn: 6♦, 10♠, 8♠ [7♠]",2026-03-20T02:21:02.445Z,177397326244500
"""kai @ MHudt6juKp"" calls 4.25",2026-03-20T02:21:01.620Z,177397326162000
"""One Hour @ kqHgeLEP9s"" calls 4.25",2026-03-20T02:21:00.528Z,177397326052800
"""Daveo da rula @ hL2HOafVVY"" calls 4.25",2026-03-20T02:20:58.662Z,177397325866200
"""blessed @ qCJm12-9Fn"" bets 4.25",2026-03-20T02:20:56.996Z,177397325699600
"""kai @ MHudt6juKp"" checks",2026-03-20T02:20:52.813Z,177397325281300
"""One Hour @ kqHgeLEP9s"" checks",2026-03-20T02:20:51.872Z,177397325187200
"Flop:  [6♦, 10♠, 8♠]",2026-03-20T02:20:50.022Z,177397325002200
"""fede @ qn6PIh4l_8"" folds",2026-03-20T02:20:49.212Z,177397324921200
"""One Hour @ kqHgeLEP9s"" calls 2.00",2026-03-20T02:20:48.277Z,177397324827700
"""Goober @ xKINFe6J18"" folds",2026-03-20T02:20:45.155Z,177397324515500
"""Robopop @ 5W_z5FqSSU"" folds",2026-03-20T02:20:44.213Z,177397324421300
"""Raven @ lgXV8zJd19"" folds",2026-03-20T02:20:43.279Z,177397324327900
"""Daveo da rula @ hL2HOafVVY"" calls 2.00",2026-03-20T02:20:38.327Z,177397323832700
"""blessed @ qCJm12-9Fn"" calls 2.00",2026-03-20T02:20:37.155Z,177397323715500
"""eyz @ PFiA37ihL9"" folds",2026-03-20T02:20:33.768Z,177397323376800
"""kai @ MHudt6juKp"" raises to 2.00",2026-03-20T02:20:32.796Z,177397323279600
"""fede @ qn6PIh4l_8"" posts a big blind of 0.50",2026-03-20T02:20:29.967Z,177397322996712
"""One Hour @ kqHgeLEP9s"" posts a small blind of 0.25",2026-03-20T02:20:29.967Z,177397322996711
"Your hand is 2♦, 4♦",2026-03-20T02:20:29.967Z,177397322996710
"Player stacks: #1 ""blessed @ qCJm12-9Fn"" (140.38) | #2 ""Daveo da rula @ hL2HOafVVY"" (310.16) | #3 ""Raven @ lgXV8zJd19"" (107.75) | #4 ""Robopop @ 5W_z5FqSSU"" (63.50) | #5 ""Goober @ xKINFe6J18"" (234.43) | #7 ""One Hour @ kqHgeLEP9s"" (78.01) | #8 ""fede @ qn6PIh4l_8"" (114.79) | #9 ""kai @ MHudt6juKp"" (133.46) | #10 ""eyz @ PFiA37ihL9"" (73.25)",2026-03-20T02:20:29.967Z,177397322996701
"-- starting hand #56 (id: bkcyrgcftfna)  No Limit Texas Hold'em (dealer: ""Goober @ xKINFe6J18"") --",2026-03-20T02:20:29.967Z,177397322996700
"-- ending hand #55 --",2026-03-20T02:20:27.007Z,177397322700702
"""One Hour @ kqHgeLEP9s"" collected 32.25 from pot",2026-03-20T02:20:27.007Z,177397322700701
"Uncalled bet of 45.76 returned to ""One Hour @ kqHgeLEP9s""",2026-03-20T02:20:27.007Z,177397322700700
"""Daveo da rula @ hL2HOafVVY"" folds",2026-03-20T02:20:26.198Z,177397322619800
"""kai @ MHudt6juKp"" folds",2026-03-20T02:20:25.240Z,177397322524000
"""One Hour @ kqHgeLEP9s"" bets 45.76 and go all in",2026-03-20T02:20:24.152Z,177397322415200
"River: Q♠, A♣, K♥, K♣ [6♠]",2026-03-20T02:20:21.004Z,177397322100400
"""Daveo da rula @ hL2HOafVVY"" checks",2026-03-20T02:20:20.191Z,177397322019100
"""kai @ MHudt6juKp"" checks",2026-03-20T02:20:18.330Z,177397321833000
"""One Hour @ kqHgeLEP9s"" checks",2026-03-20T02:20:17.330Z,177397321733000
"Turn: Q♠, A♣, K♥ [K♣]",2026-03-20T02:20:16.433Z,177397321643300
"""Daveo da rula @ hL2HOafVVY"" checks",2026-03-20T02:20:15.600Z,177397321560000
"""kai @ MHudt6juKp"" checks",2026-03-20T02:20:14.650Z,177397321465000
"""One Hour @ kqHgeLEP9s"" checks",2026-03-20T02:20:13.713Z,177397321371300
"Flop:  [Q♠, A♣, K♥]",2026-03-20T02:20:11.994Z,177397321199400
"""eyz @ PFiA37ihL9"" folds",2026-03-20T02:20:11.191Z,177397321119100
"""kai @ MHudt6juKp"" calls 9.50",2026-03-20T02:20:10.253Z,177397321025300
"""fede @ qn6PIh4l_8"" folds",2026-03-20T02:20:09.176Z,177397320917600
"""One Hour @ kqHgeLEP9s"" calls 9.50",2026-03-20T02:20:07.331Z,177397320733100
"""Goober @ xKINFe6J18"" folds",2026-03-20T02:20:04.208Z,177397320420800
"""Robopop @ 5W_z5FqSSU"" folds",2026-03-20T02:20:00.105Z,177397320010500
"""Raven @ lgXV8zJd19"" folds",2026-03-20T02:19:59.010Z,177397319901000
"""Daveo da rula @ hL2HOafVVY"" raises to 9.50",2026-03-20T02:19:58.020Z,177397319802000
"""blessed @ qCJm12-9Fn"" folds",2026-03-20T02:19:40.590Z,177397318059000
"""eyz @ PFiA37ihL9"" calls 1.75",2026-03-20T02:19:39.690Z,177397317969000
"""kai @ MHudt6juKp"" calls 1.75",2026-03-20T02:19:37.526Z,177397317752600
"""fede @ qn6PIh4l_8"" raises to 1.75",2026-03-20T02:19:36.227Z,177397317622700
"""One Hour @ kqHgeLEP9s"" posts a big blind of 0.50",2026-03-20T02:19:33.038Z,177397317303813
"""Goober @ xKINFe6J18"" posts a small blind of 0.25",2026-03-20T02:19:33.038Z,177397317303812
"Your hand is 5♦, 6♦",2026-03-20T02:19:33.038Z,177397317303811
"Player stacks: #1 ""blessed @ qCJm12-9Fn"" (140.38) | #2 ""Daveo da rula @ hL2HOafVVY"" (319.66) | #3 ""Raven @ lgXV8zJd19"" (107.75) | #4 ""Robopop @ 5W_z5FqSSU"" (63.50) | #5 ""Goober @ xKINFe6J18"" (234.68) | #7 ""One Hour @ kqHgeLEP9s"" (55.26) | #8 ""fede @ qn6PIh4l_8"" (116.54) | #9 ""kai @ MHudt6juKp"" (142.96) | #10 ""eyz @ PFiA37ihL9"" (75.00)",2026-03-20T02:19:33.038Z,177397317303802
"-- starting hand #55 (id: 7vekxu7lari1)  No Limit Texas Hold'em (dealer: ""Robopop @ 5W_z5FqSSU"") --",2026-03-20T02:19:33.038Z,177397317303801
"The player ""eyz @ PFiA37ihL9"" joined the game with a stack of 75.00.",2026-03-20T02:19:33.038Z,177397317303800
"""blessed @ qCJm12-9Fn"" shows a 5♠.",2026-03-20T02:19:31.504Z,177397317150400
"-- ending hand #54 --",2026-03-20T02:19:29.307Z,177397316930702
"""Robopop @ 5W_z5FqSSU"" collected 7.50 from pot",2026-03-20T02:19:29.307Z,177397316930701
"Uncalled bet of 3.75 returned to ""Robopop @ 5W_z5FqSSU""",2026-03-20T02:19:29.307Z,177397316930700
"""blessed @ qCJm12-9Fn"" folds",2026-03-20T02:19:28.482Z,177397316848200
"""Goober @ xKINFe6J18"" folds",2026-03-20T02:19:27.584Z,177397316758400
"""Robopop @ 5W_z5FqSSU"" bets 3.75",2026-03-20T02:19:22.731Z,177397316273100
"River: Q♣, 7♦, A♥, Q♠ [3♣]",2026-03-20T02:19:18.499Z,177397315849900
"""blessed @ qCJm12-9Fn"" checks",2026-03-20T02:19:17.681Z,177397315768100
"""Goober @ xKINFe6J18"" checks",2026-03-20T02:19:16.799Z,177397315679900
"""Robopop @ 5W_z5FqSSU"" checks",2026-03-20T02:19:13.811Z,177397315381100
"Turn: Q♣, 7♦, A♥ [Q♠]",2026-03-20T02:19:11.886Z,177397315188600
"""blessed @ qCJm12-9Fn"" checks",2026-03-20T02:19:11.072Z,177397315107200
"""Goober @ xKINFe6J18"" checks",2026-03-20T02:19:10.138Z,177397315013800
"""Robopop @ 5W_z5FqSSU"" checks",2026-03-20T02:19:04.933Z,177397314493300
"Flop:  [Q♣, 7♦, A♥]",2026-03-20T02:19:02.795Z,177397314279500
"""blessed @ qCJm12-9Fn"" calls 2.50",2026-03-20T02:19:01.980Z,177397314198000
"""Goober @ xKINFe6J18"" calls 2.50",2026-03-20T02:19:00.251Z,177397314025100
"""Robopop @ 5W_z5FqSSU"" raises to 2.50",2026-03-20T02:18:58.751Z,177397313875100
"The admin approved the player ""eyz @ PFiA37ihL9"" participation with a stack of 75.00.",2026-03-20T02:18:58.732Z,177397313873200
"""Raven @ lgXV8zJd19"" folds",2026-03-20T02:18:56.008Z,177397313600800
"""Daveo da rula @ hL2HOafVVY"" folds",2026-03-20T02:18:54.866Z,177397313486600
"""blessed @ qCJm12-9Fn"" calls 0.50",2026-03-20T02:18:53.428Z,177397313342800
"""kai @ MHudt6juKp"" folds",2026-03-20T02:18:51.837Z,177397313183700
"""fede @ qn6PIh4l_8"" folds",2026-03-20T02:18:50.933Z,177397313093300
"""One Hour @ kqHgeLEP9s"" folds",2026-03-20T02:18:49.157Z,177397312915700
"""Goober @ xKINFe6J18"" posts a big blind of 0.50",2026-03-20T02:18:44.733Z,177397312473311
"""Robopop @ 5W_z5FqSSU"" posts a small blind of 0.25",2026-03-20T02:18:44.733Z,177397312473310
"Player stacks: #1 ""blessed @ qCJm12-9Fn"" (142.88) | #2 ""Daveo da rula @ hL2HOafVVY"" (319.66) | #3 ""Raven @ lgXV8zJd19"" (107.75) | #4 ""Robopop @ 5W_z5FqSSU"" (58.50) | #5 ""Goober @ xKINFe6J18"" (237.18) | #7 ""One Hour @ kqHgeLEP9s"" (55.26) | #8 ""fede @ qn6PIh4l_8"" (116.54) | #9 ""kai @ MHudt6juKp"" (142.96)",2026-03-20T02:18:44.733Z,177397312473301
"-- starting hand #54 (id: cltlqrpzeatx)  No Limit Texas Hold'em (dealer: ""Raven @ lgXV8zJd19"") --",2026-03-20T02:18:44.733Z,177397312473300
"-- ending hand #53 --",2026-03-20T02:18:41.731Z,177397312173102
"""Daveo da rula @ hL2HOafVVY"" collected 6.25 from pot",2026-03-20T02:18:41.731Z,177397312173101
"Uncalled bet of 6.25 returned to ""Daveo da rula @ hL2HOafVVY""",2026-03-20T02:18:41.731Z,177397312173100
"""blessed @ qCJm12-9Fn"" folds",2026-03-20T02:18:40.807Z,177397312080700
"""fede @ qn6PIh4l_8"" folds",2026-03-20T02:18:39.949Z,177397311994900
"""Robopop @ 5W_z5FqSSU"" folds",2026-03-20T02:18:36.613Z,177397311661300
"""Daveo da rula @ hL2HOafVVY"" bets 6.25",2026-03-20T02:18:34.992Z,177397311499200
"""blessed @ qCJm12-9Fn"" checks",2026-03-20T02:18:32.700Z,177397311270000
"""fede @ qn6PIh4l_8"" checks",2026-03-20T02:18:30.293Z,177397311029300
"""Robopop @ 5W_z5FqSSU"" checks",2026-03-20T02:18:27.880Z,177397310788000
"Flop:  [10♥, 6♣, A♣]",2026-03-20T02:18:26.123Z,177397310612300
"""fede @ qn6PIh4l_8"" calls 1.50",2026-03-20T02:18:25.246Z,177397310524600
"""Robopop @ 5W_z5FqSSU"" calls 1.50",2026-03-20T02:18:23.633Z,177397310363300
"""Raven @ lgXV8zJd19"" folds",2026-03-20T02:18:22.440Z,177397310244000
"""Daveo da rula @ hL2HOafVVY"" calls 1.50",2026-03-20T02:18:21.389Z,177397310138900
"""blessed @ qCJm12-9Fn"" raises to 1.50",2026-03-20T02:18:19.562Z,177397309956200
"""kai @ MHudt6juKp"" folds",2026-03-20T02:18:16.215Z,177397309621500
"""fede @ qn6PIh4l_8"" calls 0.50",2026-03-20T02:18:15.230Z,177397309523000
"""One Hour @ kqHgeLEP9s"" folds",2026-03-20T02:18:14.211Z,177397309421100
"""Goober @ xKINFe6J18"" folds",2026-03-20T02:18:13.300Z,177397309330000
"The player ""eyz @ PFiA37ihL9"" requested a seat.",2026-03-20T02:18:09.282Z,177397308928200
"""Robopop @ 5W_z5FqSSU"" posts a big blind of 0.50",2026-03-20T02:18:06.700Z,177397308670011
"""Raven @ lgXV8zJd19"" posts a small blind of 0.25",2026-03-20T02:18:06.700Z,177397308670010
"Player stacks: #1 ""blessed @ qCJm12-9Fn"" (144.38) | #2 ""Daveo da rula @ hL2HOafVVY"" (314.91) | #3 ""Raven @ lgXV8zJd19"" (108.00) | #4 ""Robopop @ 5W_z5FqSSU"" (60.00) | #5 ""Goober @ xKINFe6J18"" (237.18) | #7 ""One Hour @ kqHgeLEP9s"" (55.26) | #8 ""fede @ qn6PIh4l_8"" (118.04) | #9 ""kai @ MHudt6juKp"" (142.96)",2026-03-20T02:18:06.700Z,177397308670001
"-- starting hand #53 (id: ayvi0gw5okn6)  No Limit Texas Hold'em (dealer: ""Daveo da rula @ hL2HOafVVY"") --",2026-03-20T02:18:06.700Z,177397308670000
"-- ending hand #52 --",2026-03-20T02:18:03.695Z,177397308369502
"""Goober @ xKINFe6J18"" collected 24.00 from pot",2026-03-20T02:18:03.695Z,177397308369501
"Uncalled bet of 12.00 returned to ""Goober @ xKINFe6J18""",2026-03-20T02:18:03.695Z,177397308369500
"""kai @ MHudt6juKp"" folds",2026-03-20T02:18:02.837Z,177397308283700
"""Goober @ xKINFe6J18"" bets 12.00",2026-03-20T02:18:01.791Z,177397308179100
"River: 4♥, K♣, J♥, K♦ [Q♠]",2026-03-20T02:17:56.411Z,177397307641100
"""kai @ MHudt6juKp"" checks",2026-03-20T02:17:55.547Z,177397307554700
"""Goober @ xKINFe6J18"" checks",2026-03-20T02:17:54.439Z,177397307443900
"Turn: 4♥, K♣, J♥ [K♦]",2026-03-20T02:17:52.410Z,177397307241000
"""Goober @ xKINFe6J18"" calls 5.00",2026-03-20T02:17:51.502Z,177397307150200
"""Daveo da rula @ hL2HOafVVY"" folds",2026-03-20T02:17:49.735Z,177397306973500
"""kai @ MHudt6juKp"" bets 5.00",2026-03-20T02:17:48.729Z,177397306872900
"""Goober @ xKINFe6J18"" checks",2026-03-20T02:17:45.502Z,177397306550200
"""Daveo da rula @ hL2HOafVVY"" checks",2026-03-20T02:17:43.559Z,177397306355900
"Flop:  [4♥, K♣, J♥]",2026-03-20T02:17:42.403Z,177397306240300
"""Goober @ xKINFe6J18"" calls 4.50",2026-03-20T02:17:41.558Z,177397306155800
"""Raven @ lgXV8zJd19"" folds",2026-03-20T02:17:38.722Z,177397305872200
"""Daveo da rula @ hL2HOafVVY"" calls 4.50",2026-03-20T02:17:37.793Z,177397305779300
"""blessed @ qCJm12-9Fn"" folds",2026-03-20T02:17:35.351Z,177397305535100
"""kai @ MHudt6juKp"" raises to 4.50",2026-03-20T02:17:34.446Z,177397305444600
"""fede @ qn6PIh4l_8"" folds",2026-03-20T02:17:30.097Z,177397305009700
"""One Hour @ kqHgeLEP9s"" folds",2026-03-20T02:17:29.145Z,177397304914500
"""Goober @ xKINFe6J18"" raises to 1.50",2026-03-20T02:17:28.221Z,177397304822100
"""Robopop @ 5W_z5FqSSU"" folds",2026-03-20T02:17:16.573Z,177397303657300
"""Raven @ lgXV8zJd19"" posts a big blind of 0.50",2026-03-20T02:17:13.160Z,177397303316012
"""Daveo da rula @ hL2HOafVVY"" posts a small blind of 0.25",2026-03-20T02:17:13.160Z,177397303316011
"Player stacks: #1 ""blessed @ qCJm12-9Fn"" (144.38) | #2 ""Daveo da rula @ hL2HOafVVY"" (319.41) | #3 ""Raven @ lgXV8zJd19"" (108.50) | #4 ""Robopop @ 5W_z5FqSSU"" (60.00) | #5 ""Goober @ xKINFe6J18"" (222.68) | #7 ""One Hour @ kqHgeLEP9s"" (55.26) | #8 ""fede @ qn6PIh4l_8"" (118.04) | #9 ""kai @ MHudt6juKp"" (152.46)",2026-03-20T02:17:13.160Z,177397303316002
"-- starting hand #52 (id: gu7nm4yow2u0)  No Limit Texas Hold'em (dealer: ""blessed @ qCJm12-9Fn"") --",2026-03-20T02:17:13.160Z,177397303316001
"The admin updated the player ""Goober @ xKINFe6J18"" stack from 72.68 to 222.68.",2026-03-20T02:17:13.160Z,177397303316000
"-- ending hand #51 --",2026-03-20T02:17:10.076Z,177397303007604
"""Raven @ lgXV8zJd19"" collected 71.25 from pot with Two Pair, A's & 9's (combination: Q♣, 9♦, 9♥, A♦, A♥)",2026-03-20T02:17:10.076Z,177397303007603
"""Daveo da rula @ hL2HOafVVY"" collected 71.25 from pot with Two Pair, A's & 9's (combination: Q♣, 9♦, 9♥, A♠, A♥)",2026-03-20T02:17:10.076Z,177397303007602
"""Raven @ lgXV8zJd19"" shows a J♥, A♦.",2026-03-20T02:17:10.076Z,177397303007601
"""Daveo da rula @ hL2HOafVVY"" shows a 8♥, A♠.",2026-03-20T02:17:10.076Z,177397303007600
"""Goober @ xKINFe6J18"" folds",2026-03-20T02:17:09.200Z,177397302920000
"""Raven @ lgXV8zJd19"" calls 57.00",2026-03-20T02:17:08.236Z,177397302823600
"""Daveo da rula @ hL2HOafVVY"" raises to 57.00",2026-03-20T02:16:51.234Z,177397301123400
"""Goober @ xKINFe6J18"" calls 9.50",2026-03-20T02:16:44.890Z,177397300489000
"""Raven @ lgXV8zJd19"" bets 9.50",2026-03-20T02:16:42.319Z,177397300231900
"""Daveo da rula @ hL2HOafVVY"" checks",2026-03-20T02:16:38.952Z,177397299895200
"River: 9♦, Q♣, A♥, 9♥ [2♠]",2026-03-20T02:16:35.912Z,177397299591200
"""Goober @ xKINFe6J18"" checks",2026-03-20T02:16:35.063Z,177397299506300
"""Raven @ lgXV8zJd19"" checks",2026-03-20T02:16:32.082Z,177397299208200
"""Daveo da rula @ hL2HOafVVY"" checks",2026-03-20T02:16:26.824Z,177397298682400
"Turn: 9♦, Q♣, A♥ [9♥]",2026-03-20T02:16:25.564Z,177397298556400
"""Daveo da rula @ hL2HOafVVY"" calls 4.00",2026-03-20T02:16:24.740Z,177397298474000
"""blessed @ qCJm12-9Fn"" folds",2026-03-20T02:16:22.135Z,177397298213500
"""Goober @ xKINFe6J18"" calls 4.00",2026-03-20T02:16:21.239Z,177397298123900
"""Raven @ lgXV8zJd19"" bets 4.00",2026-03-20T02:16:15.931Z,177397297593100
"""Daveo da rula @ hL2HOafVVY"" checks",2026-03-20T02:16:12.480Z,177397297248000
"""blessed @ qCJm12-9Fn"" checks",2026-03-20T02:16:10.825Z,177397297082500
"Flop:  [9♦, Q♣, A♥]",2026-03-20T02:16:08.699Z,177397296869900
"""Daveo da rula @ hL2HOafVVY"" calls 1.75",2026-03-20T02:16:07.884Z,177397296788400
"""blessed @ qCJm12-9Fn"" calls 1.75",2026-03-20T02:16:03.595Z,177397296359500
"""kai @ MHudt6juKp"" folds",2026-03-20T02:16:01.259Z,177397296125900
"""fede @ qn6PIh4l_8"" folds",2026-03-20T02:16:00.320Z,177397296032000
"""One Hour @ kqHgeLEP9s"" folds",2026-03-20T02:15:47.446Z,177397294744600
"WARNING: the admin queued the stack change for the player ""Goober @ xKINFe6J18"" adding 150.00 chips in the next hand.",2026-03-20T02:15:38.525Z,177397293852500
"""Goober @ xKINFe6J18"" calls 1.75",2026-03-20T02:15:34.913Z,177397293491300
"""Robopop @ 5W_z5FqSSU"" folds",2026-03-20T02:15:31.435Z,177397293143500
"""Raven @ lgXV8zJd19"" raises to 1.75",2026-03-20T02:15:30.455Z,177397293045500
"""Daveo da rula @ hL2HOafVVY"" posts a big blind of 0.50",2026-03-20T02:15:26.409Z,177397292640911
"""blessed @ qCJm12-9Fn"" posts a small blind of 0.25",2026-03-20T02:15:26.409Z,177397292640910
"Player stacks: #1 ""blessed @ qCJm12-9Fn"" (146.13) | #2 ""Daveo da rula @ hL2HOafVVY"" (310.91) | #3 ""Raven @ lgXV8zJd19"" (100.00) | #4 ""Robopop @ 5W_z5FqSSU"" (60.00) | #5 ""Goober @ xKINFe6J18"" (87.93) | #7 ""One Hour @ kqHgeLEP9s"" (55.26) | #8 ""fede @ qn6PIh4l_8"" (118.04) | #9 ""kai @ MHudt6juKp"" (152.46)",2026-03-20T02:15:26.409Z,177397292640901
"-- starting hand #51 (id: hq2raghkp0lr)  No Limit Texas Hold'em (dealer: ""kai @ MHudt6juKp"") --",2026-03-20T02:15:26.409Z,177397292640900
"-- ending hand #50 --",2026-03-20T02:15:23.403Z,177397292340303
"""One Hour @ kqHgeLEP9s"" collected 38.75 from pot with Flush, J High (combination: 3♦, 5♦, 7♦, 8♦, J♦)",2026-03-20T02:15:23.403Z,177397292340302
"""One Hour @ kqHgeLEP9s"" shows a 5♦, J♦.",2026-03-20T02:15:23.403Z,177397292340301
"""blessed @ qCJm12-9Fn"" shows a 6♦, 6♣.",2026-03-20T02:15:23.403Z,177397292340300
"""One Hour @ kqHgeLEP9s"" checks",2026-03-20T02:15:22.562Z,177397292256200
"""blessed @ qCJm12-9Fn"" checks",2026-03-20T02:15:20.947Z,177397292094700
"River: 8♦, 7♦, 3♦, 2♦ [7♣]",2026-03-20T02:15:18.903Z,177397291890300
"""kai @ MHudt6juKp"" folds",2026-03-20T02:15:18.099Z,177397291809900
"""One Hour @ kqHgeLEP9s"" calls 10.00",2026-03-20T02:15:17.158Z,177397291715800
"""blessed @ qCJm12-9Fn"" bets 10.00",2026-03-20T02:15:15.943Z,177397291594300
"""kai @ MHudt6juKp"" checks",2026-03-20T02:15:10.295Z,177397291029500
"Turn: 8♦, 7♦, 3♦ [2♦]",2026-03-20T02:15:09.781Z,177397290978100
"""Goober @ xKINFe6J18"" folds",2026-03-20T02:15:08.950Z,177397290895000
"""blessed @ qCJm12-9Fn"" calls 3.75",2026-03-20T02:15:03.164Z,177397290316400
"""kai @ MHudt6juKp"" calls 3.75",2026-03-20T02:15:01.607Z,177397290160700
"""fede @ qn6PIh4l_8"" folds",2026-03-20T02:15:00.516Z,177397290051600
"""One Hour @ kqHgeLEP9s"" bets 3.75",2026-03-20T02:14:59.117Z,177397289911700
"""Goober @ xKINFe6J18"" checks",2026-03-20T02:14:56.707Z,177397289670700
"""blessed @ qCJm12-9Fn"" checks",2026-03-20T02:14:53.713Z,177397289371300
"""kai @ MHudt6juKp"" checks",2026-03-20T02:14:52.215Z,177397289221500
"Flop:  [8♦, 7♦, 3♦]",2026-03-20T02:14:51.384Z,177397289138400
"""blessed @ qCJm12-9Fn"" calls 1.50",2026-03-20T02:14:50.545Z,177397289054500
"""kai @ MHudt6juKp"" calls 1.50",2026-03-20T02:14:47.914Z,177397288791400
"""fede @ qn6PIh4l_8"" calls 1.50",2026-03-20T02:14:43.355Z,177397288335500
"""One Hour @ kqHgeLEP9s"" calls 1.50",2026-03-20T02:14:41.058Z,177397288105800
"""Goober @ xKINFe6J18"" raises to 1.50",2026-03-20T02:14:24.169Z,177397286416900
"""Robopop @ 5W_z5FqSSU"" folds",2026-03-20T02:14:18.331Z,177397285833100
"""Raven @ lgXV8zJd19"" folds",2026-03-20T02:14:17.401Z,177397285740100
"""Daveo da rula @ hL2HOafVVY"" folds",2026-03-20T02:14:16.507Z,177397285650700
"""blessed @ qCJm12-9Fn"" posts a big blind of 0.50",2026-03-20T02:14:10.886Z,177397285088612
"""kai @ MHudt6juKp"" posts a small blind of 0.25",2026-03-20T02:14:10.886Z,177397285088611
"Player stacks: #1 ""blessed @ qCJm12-9Fn"" (161.38) | #2 ""Daveo da rula @ hL2HOafVVY"" (310.91) | #3 ""Raven @ lgXV8zJd19"" (100.00) | #4 ""Robopop @ 5W_z5FqSSU"" (60.00) | #5 ""Goober @ xKINFe6J18"" (89.43) | #7 ""One Hour @ kqHgeLEP9s"" (31.76) | #8 ""fede @ qn6PIh4l_8"" (119.54) | #9 ""kai @ MHudt6juKp"" (157.71)",2026-03-20T02:14:10.886Z,177397285088602
"-- starting hand #50 (id: 2q4ynv6ggzdq)  No Limit Texas Hold'em (dealer: ""fede @ qn6PIh4l_8"") --",2026-03-20T02:14:10.886Z,177397285088601
"The player ""Robopop @ 5W_z5FqSSU"" joined the game with a stack of 60.00.",2026-03-20T02:14:10.886Z,177397285088600
"""kai @ MHudt6juKp"" shows a K♦.",2026-03-20T02:14:08.093Z,177397284809300
"-- ending hand #49 --",2026-03-20T02:14:07.281Z,177397284728102
"""One Hour @ kqHgeLEP9s"" collected 11.25 from pot",2026-03-20T02:14:07.281Z,177397284728101
"Uncalled bet of 20.51 returned to ""One Hour @ kqHgeLEP9s""",2026-03-20T02:14:07.281Z,177397284728100
"""Goober @ xKINFe6J18"" folds",2026-03-20T02:14:06.438Z,177397284643800
"""One Hour @ kqHgeLEP9s"" bets 20.51 and go all in",2026-03-20T02:14:03.712Z,177397284371200
"""Goober @ xKINFe6J18"" checks",2026-03-20T02:14:00.973Z,177397284097300
"River: 3♦, 2♠, 7♥, 9♣ [K♠]",2026-03-20T02:13:59.527Z,177397283952700
"""One Hour @ kqHgeLEP9s"" checks",2026-03-20T02:13:58.714Z,177397283871400
"""Goober @ xKINFe6J18"" checks",2026-03-20T02:13:57.508Z,177397283750800
"Turn: 3♦, 2♠, 7♥ [9♣]",2026-03-20T02:13:55.807Z,177397283580700
"""One Hour @ kqHgeLEP9s"" checks",2026-03-20T02:13:54.990Z,177397283499000
"""Goober @ xKINFe6J18"" checks",2026-03-20T02:13:53.344Z,177397283334400
"Flop:  [3♦, 2♠, 7♥]",2026-03-20T02:13:51.092Z,177397283109200
"""Goober @ xKINFe6J18"" calls 5.25",2026-03-20T02:13:50.255Z,177397283025500
"The admin approved the player ""Robopop @ 5W_z5FqSSU"" participation with a stack of 60.00.",2026-03-20T02:13:41.739Z,177397282173900
"""kai @ MHudt6juKp"" folds",2026-03-20T02:13:38.934Z,177397281893400
"""fede @ qn6PIh4l_8"" folds",2026-03-20T02:13:32.889Z,177397281288900
"""One Hour @ kqHgeLEP9s"" raises to 5.25",2026-03-20T02:13:23.949Z,177397280394900
"""Goober @ xKINFe6J18"" raises to 1.50",2026-03-20T02:13:21.942Z,177397280194200
"""Raven @ lgXV8zJd19"" folds",2026-03-20T02:13:17.080Z,177397279708000
"""Daveo da rula @ hL2HOafVVY"" folds",2026-03-20T02:13:16.150Z,177397279615000
"""blessed @ qCJm12-9Fn"" folds",2026-03-20T02:13:15.143Z,177397279514300
"""kai @ MHudt6juKp"" posts a big blind of 0.50",2026-03-20T02:13:12.953Z,177397279295310
"""fede @ qn6PIh4l_8"" posts a small blind of 0.25",2026-03-20T02:13:12.953Z,177397279295309
"Player stacks: #1 ""blessed @ qCJm12-9Fn"" (161.38) | #2 ""Daveo da rula @ hL2HOafVVY"" (310.91) | #3 ""Raven @ lgXV8zJd19"" (100.00) | #5 ""Goober @ xKINFe6J18"" (94.68) | #7 ""One Hour @ kqHgeLEP9s"" (25.76) | #8 ""fede @ qn6PIh4l_8"" (119.79) | #9 ""kai @ MHudt6juKp"" (158.21)",2026-03-20T02:13:12.953Z,177397279295301
"-- starting hand #49 (id: tkarjxe71ytn)  No Limit Texas Hold'em (dealer: ""One Hour @ kqHgeLEP9s"") --",2026-03-20T02:13:12.953Z,177397279295300
"""One Hour @ kqHgeLEP9s"" shows a J♦, A♠.",2026-03-20T02:13:10.574Z,177397279057400
"-- ending hand #48 --",2026-03-20T02:13:09.237Z,177397278923702
"""fede @ qn6PIh4l_8"" collected 94.97 from pot with Two Pair, A's & K's (combination: Q♥, K♠, K♥, A♣, A♥)",2026-03-20T02:13:09.237Z,177397278923701
"""fede @ qn6PIh4l_8"" shows a A♣, Q♥.",2026-03-20T02:13:09.237Z,177397278923700
"""One Hour @ kqHgeLEP9s"" calls 23.74",2026-03-20T02:13:08.426Z,177397278842600
"""fede @ qn6PIh4l_8"" bets 23.74",2026-03-20T02:13:06.933Z,177397278693300
"""One Hour @ kqHgeLEP9s"" checks",2026-03-20T02:13:03.035Z,177397278303500
"River: 8♦, K♠, A♥, K♥ [6♦]",2026-03-20T02:13:00.788Z,177397278078800
